# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  3 22:48:10 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN alt_name:       Confirmed Name
# COLUMN tm_designation: 2MASS Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN koi_list_flag:  Is in KOI List?
# COLUMN last_update:    Date of Last Update
#
rowid,kepid,kepoi_name,kepler_name,alt_name,tm_designation,ra_str,ra,dec_str,dec,koi_list_flag,last_update
586,6428700,K00853.02,Kepler-242 c,Kepler-242 c,2MASS J19061576+4148302,19h06m15.77s,286.565700,+41d48m30.2s,41.808399,YES,2014-02-26 0
587,6587280,K00857.01,Kepler-243 b,Kepler-243 b,2MASS J19002651+4202022,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,YES,2014-02-26 0
588,6587280,K00857.02,Kepler-243 c,Kepler-243 c,2MASS J19002651+4202022,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,YES,2014-02-26 0
589,6849310,K00864.01,Kepler-244 b,Kepler-244 b,2MASS J19085824+4218049,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,YES,2014-02-26 0
590,6849310,K00864.03,Kepler-244 c,Kepler-244 c,2MASS J19085824+4218049,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,YES,2014-02-26 0
591,6849310,K00864.02,Kepler-244 d,Kepler-244 d,2MASS J19085824+4218049,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,YES,2014-02-26 0
592,6948054,K00869.01,Kepler-245 b,Kepler-245 b,2MASS J19263335+4226107,19h26m33.36s,291.638980,+42d26m10.8s,42.436321,YES,2014-02-26 0
593,6948054,K00869.03,Kepler-245 c,Kepler-245 c,2MASS J19263335+4226107,19h26m33.36s,291.638980,+42d26m10.8s,42.436321,YES,2014-02-26 0
594,6948054,K00869.02,Kepler-245 d,Kepler-245 d,2MASS J19263335+4226107,19h26m33.36s,291.638980,+42d26m10.8s,42.436321,YES,2014-02-26 0
595,6948054,K00869.04,Kepler-245 e,Kepler-245 e,2MASS J19263335+4226107,19h26m33.36s,291.638980,+42d26m10.8s,42.436321,YES,2016-05-10 0
596,7134976,K00874.01,Kepler-246 b,Kepler-246 b,2MASS J19455602+4239483,19h45m56.02s,296.483430,+42d39m48.3s,42.663429,YES,2014-02-26 0
597,7134976,K00874.02,Kepler-246 c,Kepler-246 c,2MASS J19455602+4239483,19h45m56.02s,296.483430,+42d39m48.3s,42.663429,YES,2014-02-26 0
598,7434875,K00884.03,Kepler-247 b,Kepler-247 b,2MASS J19143420+4302214,19h14m34.20s,288.642520,+43d02m21.4s,43.039291,YES,2014-02-26 0
599,7434875,K00884.01,Kepler-247 c,Kepler-247 c,2MASS J19143420+4302214,19h14m34.20s,288.642520,+43d02m21.4s,43.039291,YES,2014-02-26 0
600,7434875,K00884.02,Kepler-247 d,Kepler-247 d,2MASS J19143420+4302214,19h14m34.20s,288.642520,+43d02m21.4s,43.039291,YES,2014-02-26 0
601,7825899,K00896.02,Kepler-248 b,Kepler-248 b,2MASS J19321473+4334528,19h32m14.74s,293.061400,+43d34m52.9s,43.581360,YES,2014-02-26 0
602,7825899,K00896.01,Kepler-248 c,Kepler-248 c,2MASS J19321473+4334528,19h32m14.74s,293.061400,+43d34m52.9s,43.581360,YES,2014-02-26 0
603,7907423,K00899.02,Kepler-249 b,Kepler-249 b,2MASS J19475641+4339306,19h47m56.41s,296.985050,+43d39m30.7s,43.658520,YES,2014-02-26 0
604,7907423,K00899.01,Kepler-249 c,Kepler-249 c,2MASS J19475641+4339306,19h47m56.41s,296.985050,+43d39m30.7s,43.658520,YES,2014-02-26 0
605,7907423,K00899.03,Kepler-249 d,Kepler-249 d,2MASS J19475641+4339306,19h47m56.41s,296.985050,+43d39m30.7s,43.658520,YES,2014-02-26 0
606,8226994,K00906.03,Kepler-250 b,Kepler-250 b,2MASS J19182274+4408310,19h18m22.74s,289.594760,+44d08m31.0s,44.141949,YES,2014-02-26 0
607,8226994,K00906.01,Kepler-250 c,Kepler-250 c,2MASS J19182274+4408310,19h18m22.74s,289.594760,+44d08m31.0s,44.141949,YES,2014-02-26 0
608,8226994,K00906.02,Kepler-250 d,Kepler-250 d,2MASS J19182274+4408310,19h18m22.74s,289.594760,+44d08m31.0s,44.141949,YES,2014-02-26 0
609,8247638,K00907.03,Kepler-251 b,Kepler-251 b,2MASS J19461589+4406211,19h46m15.89s,296.566220,+44d06m21.1s,44.105862,YES,2014-02-26 0
610,8247638,K00907.01,Kepler-251 c,Kepler-251 c,2MASS J19461589+4406211,19h46m15.89s,296.566220,+44d06m21.1s,44.105862,YES,2014-02-26 0
611,8247638,K00907.02,Kepler-251 d,Kepler-251 d,2MASS J19461589+4406211,19h46m15.89s,296.566220,+44d06m21.1s,44.105862,YES,2014-02-26 0
612,8247638,K00907.04,Kepler-251 e,Kepler-251 e,2MASS J19461589+4406211,19h46m15.89s,296.566220,+44d06m21.1s,44.105862,YES,2014-02-26 0
613,8505670,K00912.02,Kepler-252 b,Kepler-252 b,2MASS J19421904+4432454,19h42m19.04s,295.579350,+44d32m45.5s,44.545959,YES,2014-02-26 0
614,8505670,K00912.01,Kepler-252 c,Kepler-252 c,2MASS J19421904+4432454,19h42m19.04s,295.579350,+44d32m45.5s,44.545959,YES,2014-02-26 0
615,8689373,K00921.03,Kepler-253 b,Kepler-253 b,2MASS J19272207+4451291,19h27m22.08s,291.841980,+44d51m29.1s,44.858089,YES,2014-02-26 0
616,8689373,K00921.01,Kepler-253 c,Kepler-253 c,2MASS J19272207+4451291,19h27m22.08s,291.841980,+44d51m29.1s,44.858089,YES,2014-02-26 0
617,8689373,K00921.02,Kepler-253 d,Kepler-253 d,2MASS J19272207+4451291,19h27m22.08s,291.841980,+44d51m29.1s,44.858089,YES,2014-02-26 0
618,9334289,K00934.01,Kepler-254 b,Kepler-254 b,2MASS J19123952+4548594,19h12m39.53s,288.164700,+45d48m59.4s,45.816509,YES,2014-02-26 0
619,9334289,K00934.02,Kepler-254 c,Kepler-254 c,2MASS J19123952+4548594,19h12m39.53s,288.164700,+45d48m59.4s,45.816509,YES,2014-02-26 0
620,9334289,K00934.03,Kepler-254 d,Kepler-254 d,2MASS J19123952+4548594,19h12m39.53s,288.164700,+45d48m59.4s,45.816509,YES,2014-02-26 0
621,9415172,K00938.03,Kepler-255 b,Kepler-255 b,2MASS J19441541+4558366,19h44m15.42s,296.064240,+45d58m36.6s,45.976841,YES,2014-02-26 0
622,9415172,K00938.01,Kepler-255 c,Kepler-255 c,2MASS J19441541+4558366,19h44m15.42s,296.064240,+45d58m36.6s,45.976841,YES,2014-02-26 0
623,9415172,K00938.02,Kepler-255 d,Kepler-255 d,2MASS J19441541+4558366,19h44m15.42s,296.064240,+45d58m36.6s,45.976841,YES,2016-05-10 0
624,9466668,K00939.03,Kepler-256 b,Kepler-256 b,2MASS J19301930+4605506,19h30m19.31s,292.580440,+46d05m50.6s,46.097389,YES,2014-02-26 0
625,9466668,K00939.01,Kepler-256 c,Kepler-256 c,2MASS J19301930+4605506,19h30m19.31s,292.580440,+46d05m50.6s,46.097389,YES,2014-02-26 0
626,9466668,K00939.02,Kepler-256 d,Kepler-256 d,2MASS J19301930+4605506,19h30m19.31s,292.580440,+46d05m50.6s,46.097389,YES,2014-02-26 0
627,9466668,K00939.04,Kepler-256 e,Kepler-256 e,2MASS J19301930+4605506,19h30m19.31s,292.580440,+46d05m50.6s,46.097389,YES,2014-02-26 0
628,9480189,K00941.02,Kepler-257 b,Kepler-257 b,2MASS J19491583+4601237,19h49m15.84s,297.315980,+46d01m23.7s,46.023258,YES,2014-02-26 0
629,9480189,K00941.01,Kepler-257 c,Kepler-257 c,2MASS J19491583+4601237,19h49m15.84s,297.315980,+46d01m23.7s,46.023258,YES,2014-02-26 0
630,9480189,K00941.03,Kepler-257 d,Kepler-257 d,2MASS J19491583+4601237,19h49m15.84s,297.315980,+46d01m23.7s,46.023258,YES,2014-02-26 0
631,9775938,K00951.01,Kepler-258 b,Kepler-258 b,2MASS J19361643+4634455,19h36m16.44s,294.068480,+46d34m45.6s,46.579330,YES,2014-02-26 0
632,9775938,K00951.02,Kepler-258 c,Kepler-258 c,2MASS J19361643+4634455,19h36m16.44s,294.068480,+46d34m45.6s,46.579330,YES,2014-02-26 0
633,9823457,K00954.01,Kepler-259 b,Kepler-259 b,2MASS J19125086+4636540,19h12m50.87s,288.211940,+46d36m54.0s,46.615002,YES,2014-02-26 0
634,9823457,K00954.02,Kepler-259 c,Kepler-259 c,2MASS J19125086+4636540,19h12m50.87s,288.211940,+46d36m54.0s,46.615002,YES,2014-02-26 0
635,2854698,K00986.01,Kepler-260 b,Kepler-260 b,2MASS J19274223+3800508,19h27m42.23s,291.925960,+38d00m50.8s,38.014118,YES,2014-02-26 0
636,2854698,K00986.02,Kepler-260 c,Kepler-260 c,2MASS J19274223+3800508,19h27m42.23s,291.925960,+38d00m50.8s,38.014118,YES,2014-02-26 0
637,2302548,K00988.01,Kepler-261 b,Kepler-261 b,2MASS J19252754+3736330,19h25m27.55s,291.364780,+37d36m33.0s,37.609169,YES,2014-02-26 0
638,2302548,K00988.02,Kepler-261 c,Kepler-261 c,2MASS J19252754+3736330,19h25m27.55s,291.364780,+37d36m33.0s,37.609169,YES,2014-02-26 0
639,1718189,K00993.02,Kepler-262 b,Kepler-262 b,2MASS J19225488+3715095,19h22m54.88s,290.728670,+37d15m09.5s,37.252651,YES,2014-02-26 0
640,1718189,K00993.01,Kepler-262 c,Kepler-262 c,2MASS J19225488+3715095,19h22m54.88s,290.728670,+37d15m09.5s,37.252651,YES,2014-02-26 0
641,2165002,K00999.01,Kepler-263 b,Kepler-263 b,2MASS J19295274+3734040,19h29m52.74s,292.469760,+37d34m04.0s,37.567791,YES,2014-02-26 0
642,2165002,K00999.02,Kepler-263 c,Kepler-263 c,2MASS J19295274+3734040,19h29m52.74s,292.469760,+37d34m04.0s,37.567791,YES,2014-02-26 0
643,1871056,K01001.01,Kepler-264 b,Kepler-264 b,2MASS J19281070+3722344,19h28m10.71s,292.044620,+37d22m34.5s,37.376240,YES,2014-02-26 0
644,1871056,K01001.02,Kepler-264 c,Kepler-264 c,2MASS J19281070+3722344,19h28m10.71s,292.044620,+37d22m34.5s,37.376240,YES,2014-02-26 0
645,5956342,K01052.02,Kepler-265 b,Kepler-265 b,2MASS J19220251+4114413,19h22m02.51s,290.510470,+41d14m41.4s,41.244820,YES,2014-02-26 0
646,5956342,K01052.01,Kepler-265 c,Kepler-265 c,2MASS J19220251+4114413,19h22m02.51s,290.510470,+41d14m41.4s,41.244820,YES,2014-02-26 0
647,5956342,K01052.04,Kepler-265 d,Kepler-265 d,2MASS J19220251+4114413,19h22m02.51s,290.510470,+41d14m41.4s,41.244820,YES,2014-02-26 0
648,5956342,K01052.03,Kepler-265 e,Kepler-265 e,2MASS J19220251+4114413,19h22m02.51s,290.510470,+41d14m41.4s,41.244820,YES,2014-02-26 0
649,8240904,K01070.01,Kepler-266 b,Kepler-266 b,2MASS J19375625+4410008,19h37m56.25s,294.484380,+44d10m00.9s,44.166908,YES,2014-02-26 0
650,8240904,K01070.02,Kepler-266 c,Kepler-266 c,2MASS J19375625+4410008,19h37m56.25s,294.484380,+44d10m00.9s,44.166908,YES,2014-02-26 0
651,10166274,K01078.01,Kepler-267 b,Kepler-267 b,2MASS J19591929+4709268,19h59m19.30s,299.830410,+47d09m26.9s,47.157459,YES,2014-02-26 0
652,10166274,K01078.02,Kepler-267 c,Kepler-267 c,2MASS J19591929+4709268,19h59m19.30s,299.830410,+47d09m26.9s,47.157459,YES,2014-02-26 0
653,10166274,K01078.03,Kepler-267 d,Kepler-267 d,2MASS J19591929+4709268,19h59m19.30s,299.830410,+47d09m26.9s,47.157459,YES,2014-02-26 0
654,2854914,K01113.01,Kepler-268 b,Kepler-268 b,2MASS J19275428+3803182,19h27m54.28s,291.976170,+38d03m18.3s,38.055080,YES,2014-02-26 0
655,2854914,K01113.02,Kepler-268 c,Kepler-268 c,2MASS J19275428+3803182,19h27m54.28s,291.976170,+38d03m18.3s,38.055080,YES,2014-02-26 0
656,6359320,K01127.01,Kepler-269 b,Kepler-269 b,2MASS J19205164+4146334,19h20m51.64s,290.215180,+41d46m33.5s,41.775970,YES,2014-02-26 0
657,6359320,K01127.02,Kepler-269 c,Kepler-269 c,2MASS J19205164+4146334,19h20m51.64s,290.215180,+41d46m33.5s,41.775970,YES,2014-02-26 0
658,8410727,K01148.01,Kepler-270 b,Kepler-270 b,2MASS J18484802+4425202,18h48m48.02s,282.200100,+44d25m20.3s,44.422298,YES,2014-02-26 0
659,8410727,K01148.02,Kepler-270 c,Kepler-270 c,2MASS J18484802+4425202,18h48m48.02s,282.200100,+44d25m20.3s,44.422298,YES,2014-02-26 0
660,8280511,K01151.01,Kepler-271 b,Kepler-271 b,2MASS J18520071+4417032,18h52m00.71s,283.002960,+44d17m03.2s,44.284229,YES,2014-02-26 0
661,8280511,K01151.02,Kepler-271 c,Kepler-271 c,2MASS J18520071+4417032,18h52m00.71s,283.002960,+44d17m03.2s,44.284229,YES,2014-02-26 0
662,8280511,K01151.03,Kepler-271 d,Kepler-271 d,2MASS J18520071+4417032,18h52m00.71s,283.002960,+44d17m03.2s,44.284229,YES,2016-05-10 0
663,10426656,K01161.03,Kepler-272 b,Kepler-272 b,2MASS J19563060+4735377,19h56m30.61s,299.127530,+47d35m37.8s,47.593830,YES,2014-02-26 0
664,10426656,K01161.01,Kepler-272 c,Kepler-272 c,2MASS J19563060+4735377,19h56m30.61s,299.127530,+47d35m37.8s,47.593830,YES,2014-02-26 0
665,10426656,K01161.02,Kepler-272 d,Kepler-272 d,2MASS J19563060+4735377,19h56m30.61s,299.127530,+47d35m37.8s,47.593830,YES,2014-02-26 0
666,10468940,K01163.01,Kepler-273 b,Kepler-273 b,2MASS J19251253+4741519,19h25m12.53s,291.302220,+47d41m51.9s,47.697762,YES,2014-02-26 0
667,10468940,K01163.02,Kepler-273 c,Kepler-273 c,2MASS J19251253+4741519,19h25m12.53s,291.302220,+47d41m51.9s,47.697762,YES,2014-02-26 0
668,3348082,K01196.02,Kepler-274 b,Kepler-274 b,2MASS J19314146+3828382,19h31m41.46s,292.922760,+38d28m38.2s,38.477280,YES,2014-02-26 0
669,3348082,K01196.03,Kepler-274 c,Kepler-274 c,2MASS J19314146+3828382,19h31m41.46s,292.922760,+38d28m38.2s,38.477280,YES,2014-02-26 0
670,3447722,K01198.02,Kepler-275 b,Kepler-275 b,2MASS J19295513+3830537,19h29m55.13s,292.479710,+38d30m53.7s,38.514919,YES,2014-02-26 0
671,3447722,K01198.01,Kepler-275 c,Kepler-275 c,2MASS J19295513+3830537,19h29m55.13s,292.479710,+38d30m53.7s,38.514919,YES,2014-02-26 0
672,3447722,K01198.03,Kepler-275 d,Kepler-275 d,2MASS J19295513+3830537,19h29m55.13s,292.479710,+38d30m53.7s,38.514919,YES,2014-02-26 0
673,3962243,K01203.02,Kepler-276 b,Kepler-276 b,2MASS J19341635+3902107,19h34m16.36s,293.568150,+39d02m10.8s,39.036320,YES,2014-02-26 0
674,3962243,K01203.01,Kepler-276 c,Kepler-276 c,2MASS J19341635+3902107,19h34m16.36s,293.568150,+39d02m10.8s,39.036320,YES,2013-12-18 0
675,3962243,K01203.03,Kepler-276 d,Kepler-276 d,2MASS J19341635+3902107,19h34m16.36s,293.568150,+39d02m10.8s,39.036320,YES,2013-12-18 0
676,3939150,K01215.01,Kepler-277 b,Kepler-277 b,2MASS J19061996+3904379,19h06m19.96s,286.583160,+39d04m37.9s,39.077202,YES,2013-12-18 0
677,3939150,K01215.02,Kepler-277 c,Kepler-277 c,2MASS J19061996+3904379,19h06m19.96s,286.583160,+39d04m37.9s,39.077202,YES,2013-12-18 0
678,3640905,K01221.01,Kepler-278 b,Kepler-278 b,2MASS J19202572+3842080,19h20m25.72s,290.107180,+38d42m08.0s,38.702229,YES,2014-02-26 0
679,3640905,K01221.02,Kepler-278 c,Kepler-278 c,2MASS J19202572+3842080,19h20m25.72s,290.107180,+38d42m08.0s,38.702229,YES,2014-02-26 0
680,6677841,K01236.02,Kepler-279 b,Kepler-279 b,2MASS J19093389+4211414,19h09m33.89s,287.391200,+42d11m41.4s,42.194832,YES,2014-02-26 0
681,6677841,K01236.01,Kepler-279 c,Kepler-279 c,2MASS J19093389+4211414,19h09m33.89s,287.391200,+42d11m41.4s,42.194832,YES,2013-12-18 0
682,6677841,K01236.03,Kepler-279 d,Kepler-279 d,2MASS J19093389+4211414,19h09m33.89s,287.391200,+42d11m41.4s,42.194832,YES,2013-12-18 0
683,6690082,K01240.01,Kepler-280 b,Kepler-280 b,2MASS J19253372+4210501,19h25m33.72s,291.390500,+42d10m50.1s,42.180592,YES,2014-02-26 0
684,6690082,K01240.02,Kepler-280 c,Kepler-280 c,2MASS J19253372+4210501,19h25m33.72s,291.390500,+42d10m50.1s,42.180592,YES,2014-02-26 0
685,8630788,K01258.02,Kepler-281 b,Kepler-281 b,2MASS J19362596+4446145,19h36m25.96s,294.108180,+44d46m14.5s,44.770699,YES,2014-02-26 0
686,8630788,K01258.01,Kepler-281 c,Kepler-281 c,2MASS J19362596+4446145,19h36m25.96s,294.108180,+44d46m14.5s,44.770699,YES,2014-02-26 0
687,8609450,K01278.03,Kepler-282 b,Kepler-282 b,2MASS J18584254+4447516,18h58m42.55s,284.677280,+44d47m51.6s,44.797680,YES,2014-02-26 0
688,8609450,K01278.04,Kepler-282 c,Kepler-282 c,2MASS J18584254+4447516,18h58m42.55s,284.677280,+44d47m51.6s,44.797680,YES,2014-02-26 0
689,8609450,K01278.01,Kepler-282 d,Kepler-282 d,2MASS J18584254+4447516,18h58m42.55s,284.677280,+44d47m51.6s,44.797680,YES,2013-12-18 0
690,8609450,K01278.02,Kepler-282 e,Kepler-282 e,2MASS J18584254+4447516,18h58m42.55s,284.677280,+44d47m51.6s,44.797680,YES,2013-12-18 0
691,10604335,K01298.01,Kepler-283 b,Kepler-283 b,2MASS J19342729+4750204,19h34m27.29s,293.613710,+47d50m20.4s,47.839001,YES,2014-02-26 0
692,10604335,K01298.02,Kepler-283 c,Kepler-283 c,2MASS J19342729+4750204,19h34m27.29s,293.613710,+47d50m20.4s,47.839001,YES,2014-02-26 0
693,10538176,K01301.01,Kepler-284 b,Kepler-284 b,2MASS J19323515+4743467,19h32m35.16s,293.146480,+47d43m46.7s,47.729649,YES,2014-02-26 0
694,10538176,K01301.02,Kepler-284 c,Kepler-284 c,2MASS J19323515+4743467,19h32m35.16s,293.146480,+47d43m46.7s,47.729649,YES,2014-02-26 0
695,10730034,K01305.01,Kepler-285 b,Kepler-285 b,2MASS J19253381+4803561,19h25m33.82s,291.390900,+48d03m56.2s,48.065609,YES,2014-02-26 0
696,10730034,K01305.02,Kepler-285 c,Kepler-285 c,2MASS J19253381+4803561,19h25m33.82s,291.390900,+48d03m56.2s,48.065609,YES,2014-02-26 0
697,10858691,K01306.01,Kepler-286 b,Kepler-286 b,2MASS J19224227+4817394,19h22m42.28s,290.676150,+48d17m39.4s,48.294289,YES,2014-02-26 0
698,10858691,K01306.02,Kepler-286 c,Kepler-286 c,2MASS J19224227+4817394,19h22m42.28s,290.676150,+48d17m39.4s,48.294289,YES,2014-02-26 0
699,10858691,K01306.03,Kepler-286 d,Kepler-286 d,2MASS J19224227+4817394,19h22m42.28s,290.676150,+48d17m39.4s,48.294289,YES,2014-02-26 0
700,10858691,K01306.04,Kepler-286 e,Kepler-286 e,2MASS J19224227+4817394,19h22m42.28s,290.676150,+48d17m39.4s,48.294289,YES,2014-02-26 0
701,10973814,K01307.02,Kepler-287 b,Kepler-287 b,2MASS J19234258+4826367,19h23m42.59s,290.927460,+48d26m36.8s,48.443550,YES,2014-02-26 0
702,10973814,K01307.01,Kepler-287 c,Kepler-287 c,2MASS J19234258+4826367,19h23m42.59s,290.927460,+48d26m36.8s,48.443550,YES,2014-02-26 0
703,4455231,K01332.02,Kepler-288 b,Kepler-288 b,2MASS J19153994+3935409,19h15m39.95s,288.916440,+39d35m41.0s,39.594711,YES,2014-02-26 0
704,4455231,K01332.01,Kepler-288 c,Kepler-288 c,2MASS J19153994+3935409,19h15m39.95s,288.916440,+39d35m41.0s,39.594711,YES,2014-02-26 0
705,4455231,K01332.03,Kepler-288 d,Kepler-288 d,2MASS J19153994+3935409,19h15m39.95s,288.916440,+39d35m41.0s,39.594711,YES,2014-02-26 0
706,7303287,K01353.02,Kepler-289 b,Kepler-289 b,2MASS J19495168+4252582,19h49m51.68s,297.465330,+42d52m58.2s,42.882839,YES,2014-02-26 0
707,7303287,K01353.01,Kepler-289 c,Kepler-289 c,2MASS J19495168+4252582,19h49m51.68s,297.465330,+42d52m58.2s,42.882839,YES,2014-02-26 0
708,7303287,,Kepler-289 d,Kepler-289 d,2MASS J19495168+4252582,19h49m51.68s,297.465330,+42d52m58.2s,42.882839,NO,2014-11-19 0
709,7102227,K01360.02,Kepler-290 b,Kepler-290 b,2MASS J19053839+4240535,19h05m38.40s,286.410000,+42d40m53.6s,42.681549,YES,2014-02-26 0
710,7102227,K01360.01,Kepler-290 c,Kepler-290 c,2MASS J19053839+4240535,19h05m38.40s,286.410000,+42d40m53.6s,42.681549,YES,2014-02-26 0
711,6936909,K01363.01,Kepler-291 b,Kepler-291 b,2MASS J19113992+4226142,19h11m39.92s,287.916350,+42d26m14.3s,42.437302,YES,2014-02-26 0
712,6936909,K01363.02,Kepler-291 c,Kepler-291 c,2MASS J19113992+4226142,19h11m39.92s,287.916350,+42d26m14.3s,42.437302,YES,2014-02-26 0
713,6962977,K01364.05,Kepler-292 b,Kepler-292 b,2MASS J19430387+4225274,19h43m03.87s,295.766140,+42d25m27.4s,42.424278,YES,2014-02-26 0
714,6962977,K01364.04,Kepler-292 c,Kepler-292 c,2MASS J19430387+4225274,19h43m03.87s,295.766140,+42d25m27.4s,42.424278,YES,2014-02-26 0
715,6962977,K01364.02,Kepler-292 d,Kepler-292 d,2MASS J19430387+4225274,19h43m03.87s,295.766140,+42d25m27.4s,42.424278,YES,2014-02-26 0
716,6962977,K01364.03,Kepler-292 e,Kepler-292 e,2MASS J19430387+4225274,19h43m03.87s,295.766140,+42d25m27.4s,42.424278,YES,2014-02-26 0
717,6962977,K01364.01,Kepler-292 f,Kepler-292 f,2MASS J19430387+4225274,19h43m03.87s,295.766140,+42d25m27.4s,42.424278,YES,2014-02-26 0
718,6932987,K01366.01,Kepler-293 b,Kepler-293 b,2MASS J19052593+4224234,19h05m25.93s,286.358060,+42d24m23.4s,42.406509,YES,2014-02-26 0
719,6932987,K01366.02,Kepler-293 c,Kepler-293 c,2MASS J19052593+4224234,19h05m25.93s,286.358060,+42d24m23.4s,42.406509,YES,2014-02-26 0
720,9455556,K01396.02,Kepler-294 b,Kepler-294 b,2MASS J19093408+4603335,19h09m34.08s,287.392000,+46d03m33.5s,46.059311,YES,2014-02-26 0
721,9455556,K01396.01,Kepler-294 c,Kepler-294 c,2MASS J19093408+4603335,19h09m34.08s,287.392000,+46d03m33.5s,46.059311,YES,2014-02-26 0
722,9006449,K01413.01,Kepler-295 b,Kepler-295 b,2MASS J19012300+4522040,19h01m23.00s,285.345830,+45d22m04.0s,45.367779,YES,2014-02-26 0
723,9006449,K01413.02,Kepler-295 c,Kepler-295 c,2MASS J19012300+4522040,19h01m23.00s,285.345830,+45d22m04.0s,45.367779,YES,2014-02-26 0
724,9006449,K01413.03,Kepler-295 d,Kepler-295 d,2MASS J19012300+4522040,19h01m23.00s,285.345830,+45d22m04.0s,45.367779,YES,2014-02-26 0
725,11497958,K01422.03,Kepler-296 b,Kepler-296 b,2MASS J19060960+4926143,19h06m09.60s,286.540010,+49d26m14.4s,49.437328,YES,2014-02-26 0
726,11497958,K01422.01,Kepler-296 c,Kepler-296 c,2MASS J19060960+4926143,19h06m09.60s,286.540010,+49d26m14.4s,49.437328,YES,2014-02-26 0
727,11497958,K01422.02,Kepler-296 d,Kepler-296 d,2MASS J19060960+4926143,19h06m09.60s,286.540010,+49d26m14.4s,49.437328,YES,2014-02-26 0
728,11497958,K01422.05,Kepler-296 e,Kepler-296 e,2MASS J19060960+4926143,19h06m09.60s,286.540010,+49d26m14.4s,49.437328,YES,2014-02-26 0
729,11497958,K01422.04,Kepler-296 f,Kepler-296 f,2MASS J19060960+4926143,19h06m09.60s,286.540010,+49d26m14.4s,49.437328,YES,2014-02-26 0
730,11122894,K01426.01,Kepler-297 b,Kepler-297 b,2MASS J18525019+4846395,18h52m50.20s,283.209170,+48d46m39.5s,48.777641,YES,2014-02-26 0
731,11122894,K01426.02,Kepler-297 c,Kepler-297 c,2MASS J18525019+4846395,18h52m50.20s,283.209170,+48d46m39.5s,48.777641,YES,2014-02-26 0
732,11176127,K01430.01,Kepler-298 b,Kepler-298 b,2MASS J18520955+4849312,18h52m09.55s,283.039790,+48d49m31.3s,48.825359,YES,2014-02-26 0
733,11176127,K01430.02,Kepler-298 c,Kepler-298 c,2MASS J18520955+4849312,18h52m09.55s,283.039790,+48d49m31.3s,48.825359,YES,2014-02-26 0
734,11176127,K01430.03,Kepler-298 d,Kepler-298 d,2MASS J18520955+4849312,18h52m09.55s,283.039790,+48d49m31.3s,48.825359,YES,2014-02-26 0
735,11014932,K01432.03,Kepler-299 b,Kepler-299 b,2MASS J18524967+4834498,18h52m49.67s,283.206970,+48d34m49.8s,48.580502,YES,2014-02-26 0
736,11014932,K01432.01,Kepler-299 c,Kepler-299 c,2MASS J18524967+4834498,18h52m49.67s,283.206970,+48d34m49.8s,48.580502,YES,2014-02-26 0
737,11014932,K01432.02,Kepler-299 d,Kepler-299 d,2MASS J18524967+4834498,18h52m49.67s,283.206970,+48d34m49.8s,48.580502,YES,2014-02-26 0
738,11014932,K01432.04,Kepler-299 e,Kepler-299 e,2MASS J18524967+4834498,18h52m49.67s,283.206970,+48d34m49.8s,48.580502,YES,2014-02-26 0
739,11037335,K01435.02,Kepler-300 b,Kepler-300 b,2MASS J19410928+4835589,19h41m09.29s,295.288700,+48d35m59.0s,48.599720,YES,2014-02-26 0
740,11037335,K01435.01,Kepler-300 c,Kepler-300 c,2MASS J19410928+4835589,19h41m09.29s,295.288700,+48d35m59.0s,48.599720,YES,2014-02-26 0
741,11389771,K01436.01,Kepler-301 b,Kepler-301 b,2MASS J18555591+4913587,18h55m55.91s,283.982970,+49d13m58.8s,49.232990,YES,2014-02-26 0
742,11389771,K01436.03,Kepler-301 c,Kepler-301 c,2MASS J18555591+4913587,18h55m55.91s,283.982970,+49d13m58.8s,49.232990,YES,2014-02-26 0
743,11389771,K01436.02,Kepler-301 d,Kepler-301 d,2MASS J18555591+4913587,18h55m55.91s,283.982970,+49d13m58.8s,49.232990,YES,2014-02-26 0
744,7898352,K01486.02,Kepler-302 b,Kepler-302 b,2MASS J19371607+4337456,19h37m16.08s,294.316990,+43d37m45.6s,43.629341,YES,2014-02-26 0
745,7898352,K01486.01,Kepler-302 c,Kepler-302 c,2MASS J19371607+4337456,19h37m16.08s,294.316990,+43d37m45.6s,43.629341,YES,2014-02-26 0
746,7871954,K01515.01,Kepler-303 b,Kepler-303 b,2MASS J18523251+4339253,18h52m32.51s,283.135470,+43d39m25.4s,43.657051,YES,2014-02-26 0
747,7871954,K01515.02,Kepler-303 c,Kepler-303 c,2MASS J18523251+4339253,18h52m32.51s,283.135470,+43d39m25.4s,43.657051,YES,2014-02-26 0
